,authors,hotels,cr1,cr2,cr3,cr4,cr5,cr6,cr7,cr8
4750,A TripAdvisor Member,219988,4,3,4,-1,5,-1,5,-1
4751,A TripAdvisor Member,219988,5,5,5,-1,5,-1,5,-1
4752,A TripAdvisor Member,219988,4,-1,4,-1,5,-1,4,-1
4753,A TripAdvisor Member,219988,4,-1,-1,-1,-1,-1,-1,-1
4754,A TripAdvisor Member,219988,5,3,5,-1,5,-1,5,-1
4755,A TripAdvisor Member,219988,4,5,4,-1,5,-1,4,-1
4756,lass=,219988,3,2,2,-1,3,-1,4,-1
4757,A TripAdvisor Member,219988,4,4,4,-1,4,-1,4,-1
4758,MysticKid,219988,5,5,5,-1,5,-1,5,-1
4759,hartss,219988,4,5,4,-1,4,-1,4,-1
4760,Sildero,219988,4,-1,-1,-1,-1,-1,-1,-1
4761,Blossom55,219988,5,-1,-1,-1,-1,-1,-1,-1
4762,A TripAdvisor Member,219988,3,2,4,-1,4,-1,1,-1
4763,A TripAdvisor Member,219988,5,-1,-1,-1,-1,-1,-1,-1
4764,esheng,219988,4,-1,-1,-1,-1,-1,-1,-1
4765,A TripAdvisor Member,219988,4,4,5,-1,3,-1,4,-1
4766,A TripAdvisor Member,219988,2,-1,-1,-1,-1,-1,-1,-1
4767,A TripAdvisor Member,219988,5,4,5,-1,3,-1,4,-1
4768,A TripAdvisor Member,219988,2,3,3,-1,5,-1,1,-1
4769,A TripAdvisor Member,219988,3,-1,-1,-1,-1,-1,-1,-1
4770,Le_Dap,219988,5,-1,-1,-1,-1,-1,-1,-1
4771,lass=,219988,4,4,3,-1,5,-1,3,-1
4772,blgrn8,80774,4,-1,-1,-1,-1,-1,-1,-1
4773,maisymeg,80774,4,4,3,4,4,4,4,-1
4774,Diaz21,80774,3,3,3,5,5,5,4,3
4775,MagellanMelbourne,80774,5,5,4,4,5,4,4,4
4776,3cia,80774,2,3,2,5,3,3,3,3
4777,Averbuch,80774,2,2,2,5,3,2,1,-1
4778,metalliam,80774,4,4,4,5,4,3,4,4
4779,A TripAdvisor Member,80774,3,3,3,-1,5,-1,5,-1
4780,A TripAdvisor Member,80774,3,3,2,-1,2,-1,4,-1
4781,A TripAdvisor Member,80774,3,5,3,-1,5,-1,4,-1
4782,A TripAdvisor Member,80774,4,5,3,-1,5,-1,4,-1
4783,A TripAdvisor Member,80774,4,5,3,-1,4,-1,3,-1
4784,A TripAdvisor Member,80774,4,5,3,-1,3,-1,3,-1
4785,A TripAdvisor Member,80774,2,-1,-1,-1,-1,-1,-1,-1
4786,A TripAdvisor Member,80774,3,3,3,-1,3,-1,3,-1
4787,scallywag22,80774,4,-1,-1,-1,-1,-1,-1,-1
4788,designjb,80774,5,5,3,-1,5,-1,4,-1
4789,A TripAdvisor Member,80774,4,-1,-1,-1,-1,-1,-1,-1
4790,BetterthanBings,80774,4,5,5,-1,5,-1,4,-1
4791,A TripAdvisor Member,80774,1,2,1,-1,1,-1,1,-1
4792,A TripAdvisor Member,80774,1,-1,-1,-1,-1,-1,-1,-1
4793,A TripAdvisor Member,80774,3,-1,-1,-1,-1,-1,-1,-1
4794,A TripAdvisor Member,80774,5,-1,-1,-1,-1,-1,-1,-1
4795,lass=,80774,4,-1,-1,-1,-1,-1,-1,-1
4796,lass=,80774,4,-1,4,-1,5,-1,4,-1
4797,lass=,80774,5,-1,4,-1,4,-1,4,-1
4798,lass=,80774,4,-1,4,-1,4,-1,4,-1
4799,lass=,80774,4,-1,4,-1,4,-1,5,-1
4800,lass=,80774,5,-1,4,-1,4,-1,5,-1
4801,lass=,80774,5,-1,4,-1,5,-1,4,-1
4802,lass=,80774,5,-1,5,-1,5,-1,4,-1
4803,lass=,80774,3,-1,3,-1,4,-1,3,-1
4804,lass=,80774,4,-1,4,-1,-1,-1,4,-1
4805,lass=,80774,2,-1,4,-1,2,-1,2,-1
4806,lass=,80774,4,-1,3,-1,4,-1,4,-1
4807,lass=,80774,5,-1,4,-1,5,-1,5,-1
4808,lass=,80774,0,-1,-1,-1,-1,-1,-1,-1
4809,lass=,80774,5,-1,5,-1,5,-1,5,-1
4810,lass=,80774,4,-1,3,-1,5,-1,4,-1
4811,lass=,80774,1,-1,1,-1,1,-1,1,-1
4812,lass=,80774,4,-1,2,-1,4,-1,5,-1
4813,lass=,80774,4,-1,3,-1,3,-1,4,-1
4814,lass=,80774,4,-1,3,-1,-1,-1,4,-1
4815,lass=,80774,4,-1,4,-1,4,-1,3,-1
4816,ethanEngland,120977,3,-1,3,3,4,3,2,-1
4817,A TripAdvisor Member,120977,1,1,1,-1,3,-1,1,-1
4818,A TripAdvisor Member,120977,5,5,3,-1,5,-1,5,-1
4819,A TripAdvisor Member,120977,5,5,5,-1,4,-1,4,-1
4820,A TripAdvisor Member,120977,1,-1,-1,-1,-1,-1,-1,-1
4821,A TripAdvisor Member,120977,1,2,1,-1,1,-1,1,-1
4822,A TripAdvisor Member,120977,2,-1,-1,-1,-1,-1,-1,-1
4823,LAponte,236040,3,4,3,3,4,4,4,-1
4824,jeffcavalier,236040,3,-1,-1,-1,-1,-1,-1,-1
4825,trinzeon,236040,1,1,1,2,3,2,2,1
4826,Davey1800,236040,4,4,3,1,4,4,4,3
4827,richcaw,236040,4,3,3,4,4,4,4,-1
4828,A TripAdvisor Member,236040,3,3,3,-1,1,-1,2,-1
4829,A TripAdvisor Member,236040,5,5,4,-1,5,-1,5,-1
4830,A TripAdvisor Member,236040,2,3,3,-1,4,-1,1,-1
4831,A TripAdvisor Member,236040,5,5,5,-1,5,-1,5,-1
4832,A TripAdvisor Member,236040,2,2,2,-1,2,-1,1,-1
4833,A TripAdvisor Member,236040,4,5,3,-1,4,-1,3,-1
4834,A TripAdvisor Member,236040,4,4,3,-1,4,-1,3,-1
4835,A TripAdvisor Member,236040,1,4,1,-1,1,-1,2,-1
4836,A TripAdvisor Member,236040,4,-1,-1,-1,-1,-1,-1,-1
4837,A TripAdvisor Member,236040,3,-1,-1,-1,-1,-1,-1,-1
4838,A TripAdvisor Member,236040,2,2,2,-1,2,-1,2,-1
4839,A TripAdvisor Member,236040,4,5,3,-1,5,-1,3,-1
4840,WandMMcIlroy,236040,4,4,3,-1,5,-1,3,-1
4841,TCHOW,236040,4,4,4,-1,5,-1,3,-1
4842,traveller44,236040,3,5,3,-1,5,-1,4,-1
4843,A TripAdvisor Member,236040,4,3,3,-1,3,-1,3,-1
4844,A TripAdvisor Member,236040,4,4,3,-1,4,-1,4,-1
4845,lass=,236040,2,3,3,-1,2,-1,3,-1
4846,A TripAdvisor Member,236040,4,3,3,-1,4,-1,3,-1
4847,A TripAdvisor Member,236040,2,-1,-1,-1,-1,-1,-1,-1
4848,A TripAdvisor Member,236040,2,4,2,-1,3,-1,3,-1
4849,A TripAdvisor Member,236040,3,4,3,-1,4,-1,4,-1
4850,A TripAdvisor Member,236040,1,-1,-1,-1,-1,-1,-1,-1
4851,janetk,236040,3,-1,-1,-1,-1,-1,-1,-1
4852,A TripAdvisor Member,236040,3,2,3,-1,3,-1,3,-1
4853,A TripAdvisor Member,236040,3,4,2,-1,2,-1,2,-1
4854,Raas,236040,4,-1,-1,-1,-1,-1,-1,-1
4855,Auston,236040,4,4,4,-1,4,-1,4,-1
4856,A TripAdvisor Member,236040,5,-1,-1,-1,-1,-1,-1,-1
4857,A TripAdvisor Member,236040,4,4,4,-1,4,-1,4,-1
4858,lass=,236040,2,-1,-1,-1,-1,-1,-1,-1
4859,lass=,236040,3,3,3,-1,4,-1,3,-1
4860,lass=,236040,3,4,4,-1,4,-1,4,-1
4861,lass=,236040,4,5,4,-1,5,-1,4,-1
4862,lass=,236040,4,5,4,-1,4,-1,4,-1
4863,lass=,236040,4,-1,4,-1,-1,-1,3,-1
4864,lass=,236040,5,5,4,-1,5,-1,5,-1
4865,lass=,236040,3,3,3,-1,4,-1,4,-1
4866,lass=,236040,3,4,3,-1,4,-1,4,-1
4867,lass=,236040,5,5,5,-1,5,-1,5,-1
4868,lass=,236040,4,4,5,-1,5,-1,5,-1
4869,lass=,236040,3,3,3,-1,3,-1,3,-1
4870,lass=,236040,4,4,3,-1,4,-1,4,-1
4871,lass=,236040,4,4,4,-1,4,-1,3,-1
4872,lass=,236040,5,5,4,-1,4,-1,4,-1
4873,lass=,236040,2,1,1,-1,3,-1,2,-1
4874,lass=,236040,4,5,3,-1,4,-1,3,-1
4875,A TripAdvisor Member,325502,1,2,4,-1,1,-1,1,-1
4876,A TripAdvisor Member,325502,4,4,4,-1,4,-1,3,-1
4877,cat2tvl,325502,5,5,5,-1,5,-1,5,-1
4878,lass=,325502,5,5,5,-1,5,-1,5,-1
4879,helenWellingtonNz,256596,1,2,2,3,1,1,1,3
4880,macjellicoe,256596,4,-1,4,5,4,3,4,-1
4881,vicsterLondon,256596,2,2,4,3,3,2,3,-1
4882,austravelAustralia,256596,1,1,1,3,1,1,1,3
4883,zoomer-7,256596,4,4,5,5,4,5,4,2
4884,A TripAdvisor Member,256596,5,-1,-1,-1,-1,-1,-1,-1
4885,Carla123,256596,1,1,2,-1,1,-1,1,-1
4886,KateandSteve,256596,4,3,3,-1,4,-1,3,-1
4887,A TripAdvisor Member,256596,5,4,5,-1,5,-1,2,-1
4888,hibachi,98640,2,2,2,4,1,3,3,2
4889,ChaunceyGardiner,98640,3,5,4,2,5,4,5,5
4890,ProudTexan,98640,5,5,4,5,5,5,4,5
4891,A TripAdvisor Member,98640,4,-1,-1,-1,-1,-1,-1,-1
4892,A TripAdvisor Member,98640,5,5,4,-1,4,-1,5,-1
4893,A TripAdvisor Member,98640,5,5,4,-1,5,-1,5,-1
4894,A TripAdvisor Member,98640,1,1,1,-1,1,-1,1,-1
4895,A TripAdvisor Member,98640,1,3,-1,-1,4,-1,-1,-1
4896,A TripAdvisor Member,98640,5,-1,-1,-1,-1,-1,-1,-1
4897,wise2374,98640,3,3,3,-1,3,-1,3,-1
4898,willbegone,98640,2,-1,-1,-1,-1,-1,-1,-1
4899,JayinNY,98640,2,-1,-1,-1,-1,-1,-1,-1
4900,EZT,301478,4,-1,3,4,3,4,3,3
4901,Petal57,301478,5,5,5,5,5,5,5,3
4902,_de_last_one,301478,3,-1,-1,-1,-1,-1,-1,-1
4903,A TripAdvisor Member,301478,2,1,3,-1,2,-1,2,-1
4904,A TripAdvisor Member,301478,2,2,1,-1,1,-1,2,-1
4905,A TripAdvisor Member,301478,5,5,5,-1,5,-1,5,-1
4906,A TripAdvisor Member,301478,2,-1,-1,-1,-1,-1,-1,-1
4907,lass=,301478,4,-1,4,-1,-1,-1,4,-1
4908,lass=,301478,3,-1,3,-1,-1,-1,3,-1
4909,lass=,301478,3,-1,4,-1,-1,-1,2,-1
4910,lass=,301478,3,-1,3,-1,-1,-1,5,-1
4911,lass=,301478,4,-1,4,-1,-1,-1,5,-1
4912,lass=,301478,5,-1,5,-1,5,-1,5,-1
4913,lass=,301478,3,-1,4,-1,-1,-1,3,-1
4914,lass=,301478,5,-1,5,-1,-1,-1,5,-1
4915,lass=,301478,5,-1,4,-1,4,-1,5,-1
4916,lass=,301478,5,-1,5,-1,4,-1,5,-1
4917,lass=,301478,0,-1,-1,-1,-1,-1,-1,-1
4918,lass=,301478,2,-1,2,-1,-1,-1,3,-1
4919,Leisureboy,559593,4,5,5,4,5,4,4,-1
4920,Joizee_HD,559593,3,3,3,5,3,4,3,3
4921,Gelada,559593,4,5,4,5,4,5,4,-1
4922,sleightifa,559593,4,5,4,5,4,3,3,3
4923,Netherlands,559593,5,-1,-1,-1,-1,-1,-1,-1
4924,Patrick_Bateman,559593,2,2,4,1,3,1,1,1
4925,Arturas,559593,4,4,5,-1,4,-1,3,-1
4926,A TripAdvisor Member,559593,5,5,5,-1,5,-1,5,-1
4927,A TripAdvisor Member,559593,2,1,1,-1,3,-1,1,-1
4928,A TripAdvisor Member,559593,4,4,4,-1,4,-1,3,-1
4929,sonch,559593,5,5,5,5,5,4,5,4
4930,jcborange,94349,3,3,3,4,3,5,5,4
4931,doozerkilkenny,94349,3,3,3,-1,3,3,3,-1
4932,JerseyLady,94349,4,5,4,3,4,4,3,-1
4933,A TripAdvisor Member,94349,4,5,4,-1,4,-1,4,-1
4934,A TripAdvisor Member,94349,1,5,1,-1,1,-1,3,-1
4935,A TripAdvisor Member,94349,3,4,3,-1,3,-1,3,-1
4936,A TripAdvisor Member,94349,1,-1,1,-1,1,-1,1,-1
4937,A TripAdvisor Member,94349,1,1,2,-1,2,-1,1,-1
4938,A TripAdvisor Member,94349,1,-1,-1,-1,-1,-1,-1,-1
4939,A TripAdvisor Member,94349,2,-1,-1,-1,-1,-1,-1,-1
4940,A TripAdvisor Member,94349,4,-1,-1,-1,-1,-1,-1,-1
4941,A TripAdvisor Member,94349,3,-1,-1,-1,-1,-1,-1,-1
4942,A TripAdvisor Member,94349,5,-1,-1,-1,-1,-1,-1,-1
4943,lass=,94349,5,-1,4,-1,5,-1,5,-1
4944,lass=,94349,4,-1,4,-1,5,-1,5,-1
4945,lass=,94349,4,-1,3,-1,3,-1,3,-1
4946,lass=,94349,4,-1,4,-1,4,-1,4,-1
4947,lass=,94349,2,-1,1,-1,3,-1,3,-1
4948,lass=,94349,3,-1,3,-1,4,-1,3,-1
4949,lass=,94349,4,-1,4,-1,5,-1,4,-1
4950,lass=,94349,5,-1,4,-1,5,-1,4,-1
4951,lass=,94349,5,-1,5,-1,4,-1,4,-1
4952,dragonman64,317396,3,3,3,5,4,4,4,4
4953,A TripAdvisor Member,317396,4,4,3,-1,3,-1,3,-1
4954,A TripAdvisor Member,317396,3,3,2,-1,4,-1,4,-1
4955,A TripAdvisor Member,317396,2,-1,-1,-1,-1,-1,-1,-1
4956,A TripAdvisor Member,317396,4,-1,-1,-1,-1,-1,-1,-1
4957,A TripAdvisor Member,317396,1,-1,-1,-1,-1,-1,-1,-1
4958,Traveleasy,234910,5,4,5,5,5,5,5,5
4959,jdf3361,234910,4,5,4,5,5,5,5,3
4960,Ralff,234910,5,5,5,5,5,5,4,-1
4961,Elysia,234910,5,5,4,4,5,2,1,2
4962,MB747,234910,5,-1,-1,-1,-1,-1,-1,-1
4963,A TripAdvisor Member,234910,5,-1,-1,-1,-1,-1,-1,-1
4964,A TripAdvisor Member,275837,5,5,5,-1,5,-1,4,-1
4965,A TripAdvisor Member,275837,3,4,4,-1,4,-1,4,-1
4966,A TripAdvisor Member,275837,5,-1,-1,-1,-1,-1,-1,-1
4967,A TripAdvisor Member,275837,5,5,5,-1,5,-1,5,-1
4968,lass=,275837,4,4,4,-1,4,-1,5,-1
4969,lass=,275837,4,4,5,-1,3,-1,3,-1
4970,lass=,275837,4,4,5,-1,5,-1,4,-1
4971,lass=,275837,4,5,5,-1,4,-1,4,-1
4972,lass=,275837,4,4,5,-1,4,-1,4,-1
4973,lass=,275837,4,5,5,-1,5,-1,5,-1
4974,lass=,275837,5,5,5,-1,5,-1,5,-1
4975,lass=,275837,3,3,2,-1,3,-1,3,-1
4976,lass=,275837,5,5,5,-1,2,-1,5,-1
4977,lass=,275837,4,4,4,-1,3,-1,4,-1
4978,lass=,275837,4,4,4,-1,4,-1,3,-1
4979,lass=,275837,2,1,3,-1,5,-1,1,-1
4980,lass=,275837,3,3,4,-1,3,-1,3,-1
4981,lass=,275837,4,4,4,-1,5,-1,3,-1
4982,lass=,275837,4,-1,4,-1,-1,-1,4,-1
4983,lass=,275837,4,4,4,-1,4,-1,4,-1
4984,lass=,275837,4,3,4,-1,5,-1,4,-1
4985,lass=,275837,3,3,3,-1,5,-1,2,-1
4986,lass=,275837,5,5,4,-1,5,-1,5,-1
4987,lass=,275837,5,5,5,-1,5,-1,4,-1
4988,SurreyTbt,84522,4,-1,-1,-1,-1,-1,-1,-1
4989,austravelAustralia,84522,3,3,3,3,3,3,2,-1
4990,NWTtravellers,84522,4,5,4,4,5,4,5,4
4991,P0ppyfield,84522,2,3,4,2,4,4,3,-1
4992,Danni0005,84522,3,2,5,5,5,5,5,-1
4993,Taupa,84522,4,4,5,5,5,5,5,5
4994,RkyMtnHi,84522,5,5,5,5,5,5,5,5
4995,MichaelMancini,84522,5,5,5,5,5,5,5,5
4996,finicky1,84522,3,3,4,4,4,3,3,5
4997,shetravels99,84522,5,5,5,4,5,5,5,5
4998,U2Fans,84522,5,-1,-1,-1,-1,-1,-1,-1
4999,A TripAdvisor Member,84522,4,4,4,-1,4,-1,4,-1
5000,A TripAdvisor Member,84522,4,5,5,-1,5,-1,5,-1
5001,lass=,84522,4,-1,5,-1,5,-1,5,-1
5002,lass=,84522,4,-1,3,-1,5,-1,5,-1
5003,lass=,84522,5,-1,5,-1,5,-1,5,-1
5004,lass=,84522,4,-1,4,-1,4,-1,4,-1
5005,lass=,84522,1,-1,1,-1,5,-1,4,-1
5006,lass=,84522,5,-1,5,-1,-1,-1,5,-1
5007,lass=,84522,5,-1,4,-1,-1,-1,5,-1
5008,lass=,84522,4,-1,4,-1,-1,-1,4,-1
5009,Taniquan,80793,4,4,-1,-1,-1,-1,-1,-1
5010,FrequentFrier,80793,4,4,4,5,5,2,5,4
5011,ckovalyuk,80793,3,3,2,3,5,2,3,3
5012,Blaize76,80793,4,3,4,5,4,4,4,3
5013,bronygraig,80793,5,-1,-1,-1,-1,-1,-1,-1
5014,quickjaunt,80793,4,4,4,5,4,5,4,3
5015,MikeCMelbourne,80793,4,4,4,4,4,4,4,3
5016,OzTraveller20,80793,1,1,1,2,1,1,1,-1
5017,DR_MOJITO,80793,4,5,4,5,5,5,5,4
5018,isho21,80793,5,5,5,5,5,5,5,3
5019,moximo,80793,4,4,4,4,4,5,4,-1
5020,NMTravelerr,80793,3,-1,-1,-1,-1,-1,-1,-1
5021,candidreview_14,80793,3,-1,-1,-1,-1,-1,-1,-1
5022,BrentD,80793,5,4,4,5,5,5,5,5
5023,AnonymousTravelerUsa,80793,5,5,5,5,5,4,4,5
5024,glb310,80793,3,3,3,4,5,2,4,-1
5025,yachtinteract,80793,4,3,3,4,4,4,3,3
5026,benders,80793,4,-1,-1,-1,-1,-1,-1,-1
5027,Mo19,80793,4,-1,-1,-1,-1,-1,-1,-1
5028,Nekero,80793,5,-1,-1,-1,-1,-1,-1,-1
5029,adogartnoe,80793,3,3,2,4,2,-1,-1,-1
5030,2adventure,80793,5,5,5,5,5,4,5,5
5031,libbyk,80793,4,5,4,5,4,4,-1,-1
5032,siobwills,80793,5,4,5,5,5,5,4,-1
5033,tombond,80793,5,5,5,5,5,5,5,-1
5034,HelloThereAgain,80793,4,-1,-1,-1,-1,-1,-1,-1
5035,Buben,80793,4,4,4,4,5,4,5,5
5036,dave_evans,80793,3,3,3,4,5,4,4,4
5037,maisany,80793,5,5,5,5,5,5,5,5
5038,LoveMinus0,80793,4,4,4,-1,5,-1,5,-1
5039,A TripAdvisor Member,80793,2,2,2,-1,1,-1,3,-1
5040,A TripAdvisor Member,80793,4,-1,-1,-1,-1,-1,-1,-1
5041,jaw40,80793,4,3,4,-1,3,-1,4,-1
5042,ESNODs,80793,4,5,4,-1,5,-1,5,-1
5043,lass=,80793,4,5,3,-1,5,-1,4,-1
5044,A TripAdvisor Member,80793,5,5,5,-1,5,-1,5,-1
5045,swirlinabc,80793,3,3,3,-1,3,-1,3,-1
5046,A TripAdvisor Member,80793,2,-1,-1,-1,-1,-1,-1,-1
5047,A TripAdvisor Member,80793,1,1,4,-1,4,-1,1,-1
5048,A TripAdvisor Member,80793,5,4,4,-1,3,-1,3,-1
5049,A TripAdvisor Member,80793,2,2,2,-1,2,-1,3,-1
5050,A TripAdvisor Member,80793,3,-1,-1,-1,-1,-1,-1,-1
5051,A TripAdvisor Member,80793,2,1,2,-1,1,-1,2,-1
5052,A TripAdvisor Member,80793,1,1,1,-1,3,-1,2,-1
5053,craigking,80793,2,3,3,-1,3,-1,3,-1
5054,A TripAdvisor Member,80793,4,4,4,-1,4,-1,4,-1
5055,JFCRSS,80793,5,-1,-1,-1,-1,-1,-1,-1
5056,A TripAdvisor Member,80793,5,4,3,-1,4,-1,4,-1
5057,A TripAdvisor Member,80793,3,3,3,-1,3,-1,5,-1
5058,A TripAdvisor Member,80793,2,2,1,-1,2,-1,3,-1
5059,A TripAdvisor Member,80793,3,3,2,-1,2,-1,3,-1
5060,A TripAdvisor Member,80793,2,3,1,-1,2,-1,3,-1
5061,pete1222,80793,3,2,3,-1,2,-1,2,-1
5062,A TripAdvisor Member,80793,5,4,5,-1,5,-1,5,-1
5063,A TripAdvisor Member,80793,2,1,2,-1,3,-1,3,-1
5064,A TripAdvisor Member,80793,4,5,4,-1,4,-1,4,-1
5065,A TripAdvisor Member,80793,5,4,4,-1,5,-1,5,-1
5066,emdoc,80793,4,3,4,-1,3,-1,4,-1
5067,samsonite,80793,4,3,4,-1,4,-1,4,-1
5068,Illinois_traveler22,80793,5,-1,-1,-1,-1,-1,-1,-1
5069,A TripAdvisor Member,80793,4,4,4,-1,4,-1,3,-1
5070,A TripAdvisor Member,80793,5,-1,-1,-1,-1,-1,-1,-1
5071,A TripAdvisor Member,80793,5,5,5,-1,5,-1,4,-1
5072,A TripAdvisor Member,80793,4,5,5,-1,5,-1,5,-1
5073,A TripAdvisor Member,80793,4,3,5,-1,4,-1,4,-1
5074,DeanoFromLeeds,80793,4,5,5,-1,-1,-1,5,-1
5075,Jewel68,80793,2,-1,-1,-1,-1,-1,-1,-1
5076,ArizonaTravelbug,80793,1,-1,-1,-1,-1,-1,-1,-1
5077,take1ht,80793,4,-1,-1,-1,-1,-1,-1,-1
5078,lass=,80793,5,-1,5,-1,-1,-1,5,-1
5079,butaneko,80793,4,2,4,5,4,4,4,4
5080,ApprenticeGardener,80793,3,4,4,5,4,3,3,2
5081,lass=,80793,4,-1,4,-1,-1,-1,4,-1
5082,lass=,80793,5,-1,5,-1,5,-1,4,-1
5083,lass=,80793,4,-1,4,-1,5,-1,5,-1
5084,lass=,80793,5,-1,5,-1,5,-1,5,-1
5085,lass=,80793,4,-1,5,-1,5,-1,4,-1
5086,lass=,80793,5,-1,3,-1,3,-1,5,-1
5087,lass=,80793,4,-1,4,-1,4,-1,3,-1
5088,heike28106,80793,3,2,2,4,2,4,2,-1
5089,lass=,80793,4,-1,4,-1,-1,-1,5,-1
5090,lass=,80793,5,-1,4,-1,-1,-1,5,-1
5091,lass=,80793,3,-1,4,-1,4,-1,1,-1
5092,lass=,80793,4,-1,3,-1,5,-1,5,-1
5093,lass=,80793,0,-1,-1,-1,-1,-1,-1,-1
5094,ckovalyuk,81022,4,3,3,4,5,3,3,5
5095,AnonymousSac,81022,5,-1,-1,-1,-1,-1,-1,-1
5096,AlisonBuffalo,81022,5,5,5,5,5,5,5,5
5097,Essexfamilyontour,81022,1,-1,1,1,3,3,3,-1
5098,artslover,81022,4,4,4,5,5,5,5,-1
5099,cabogolf19,81022,4,4,3,4,3,4,4,-1
5100,nickwhite26,81022,5,-1,5,5,5,5,5,5
5101,JR_in_NYC,81022,4,3,4,4,4,3,3,3
5102,nwalesguy,81022,4,4,4,5,4,4,4,4
5103,kiwitravelerpdx,81022,5,5,5,5,5,5,5,5
5104,kasialouise,81022,4,4,4,5,4,4,4,-1
5105,thekld,81022,3,3,3,4,5,3,-1,5
5106,amieckow,81022,4,3,3,3,5,4,5,-1
5107,viajera79,81022,4,4,4,5,4,4,4,4
5108,r0m8470,81022,4,4,4,5,5,4,4,4
5109,t_rose72,81022,5,5,4,4,5,3,5,-1
5110,a.p.1017,81022,5,5,5,5,5,5,5,5
5111,shario,81022,4,-1,-1,-1,-1,-1,-1,-1
5112,KateKirk,81022,4,5,3,5,3,3,3,3
5113,TravelGal415,81022,4,5,4,3,5,4,4,5
5114,stinkie,81022,5,5,5,5,5,5,5,-1
5115,limgrn,81022,5,4,5,-1,5,-1,5,-1
5116,A TripAdvisor Member,81022,4,2,4,-1,5,-1,3,-1
5117,travelsavant,81022,4,5,4,-1,5,-1,4,-1
5118,S0CalTraveler,81022,5,5,5,-1,5,-1,5,-1
5119,A TripAdvisor Member,81022,4,4,4,-1,4,-1,4,-1
5120,A TripAdvisor Member,81022,5,5,4,-1,5,-1,5,-1
5121,suntrvlr,81022,4,4,4,-1,4,-1,4,-1
5122,A TripAdvisor Member,81022,4,5,5,-1,5,-1,4,-1
5123,A TripAdvisor Member,81022,5,4,5,-1,5,-1,5,-1
5124,A TripAdvisor Member,81022,4,4,4,-1,4,-1,-1,-1
5125,A TripAdvisor Member,81022,4,3,4,-1,5,-1,4,-1
5126,A TripAdvisor Member,81022,5,4,4,-1,4,-1,4,-1
5127,A TripAdvisor Member,81022,5,-1,-1,-1,-1,-1,-1,-1
5128,A TripAdvisor Member,81022,4,-1,-1,-1,-1,-1,-1,-1
5129,BringHomeTroops,81022,4,-1,-1,-1,-1,-1,-1,-1
5130,A TripAdvisor Member,81022,2,-1,-1,-1,-1,-1,-1,-1
5131,lass=,81022,5,-1,4,-1,5,-1,4,-1
5132,lass=,81022,4,-1,4,-1,5,-1,4,-1
5133,lass=,81022,5,-1,4,-1,4,-1,3,-1
5134,rogtravel,502408,5,4,5,5,4,4,5,3
5135,Puck1351,502408,4,4,4,4,5,5,5,4
5136,UlrikaRu,502408,5,5,5,5,5,5,5,5
5137,DustinT12,502408,4,3,4,4,5,5,5,3
5138,vdams,502408,5,4,5,5,5,5,5,-1
5139,Gastronauta,502408,5,4,5,5,5,4,4,4
5140,sgd73,502408,5,5,5,5,4,5,5,3
5141,SuziR,502408,5,5,5,5,5,5,5,5
5142,beauxl2002,502408,4,5,5,3,4,4,4,-1
5143,WendyWal,502408,5,4,5,5,5,5,5,5
5144,northstartravels,502408,5,5,5,5,5,5,5,4
5145,annekr,502408,4,4,4,3,3,4,3,-1
5146,HopSkipJump,502408,5,4,5,4,5,3,5,3
5147,fsufan,502408,5,5,5,5,5,5,5,-1
5148,narnialady,502408,5,4,4,5,4,5,5,-1
5149,frappucina,502408,5,5,5,4,5,5,5,-1
5150,wizbud,502408,4,5,5,5,5,4,5,-1
5151,charlotteguy,502408,4,4,4,4,4,5,4,-1
5152,BrynMawrBK,502408,4,4,4,4,4,3,3,-1
5153,Penzgirl,502408,4,-1,-1,-1,-1,-1,-1,-1
5154,Knows,502408,4,-1,-1,-1,-1,-1,-1,-1
5155,wategos,502408,5,5,5,4,5,5,5,4
5156,Tellurian,502408,4,4,4,4,4,5,4,4
5157,sailorgirlmn,502408,4,5,5,4,4,2,4,3
5158,jlc4,502408,5,5,5,5,5,5,5,-1
5159,PoblanoJ,502408,5,5,5,5,5,5,5,5
5160,Shopaholiday,502408,5,5,5,4,5,4,5,4
5161,JTB9110,502408,4,4,5,5,4,5,-1,5
5162,travelandwork,502408,4,4,4,5,4,3,5,4
5163,CaliGirl22,502408,4,4,3,3,3,3,2,2
5164,JenAnnB,502408,5,5,5,5,4,5,5,5
5165,A TripAdvisor Member,502408,5,5,5,-1,5,-1,5,-1
5166,A TripAdvisor Member,502408,5,5,4,-1,3,-1,5,-1
5167,A TripAdvisor Member,502408,1,1,1,-1,3,-1,1,-1
5168,A TripAdvisor Member,502408,4,4,4,-1,5,-1,3,-1
5169,travelgrrlnyc,502408,5,5,5,-1,5,-1,5,-1
5170,A TripAdvisor Member,502408,4,-1,-1,-1,-1,-1,-1,-1
5171,A TripAdvisor Member,502408,4,5,4,-1,5,-1,3,-1
5172,A TripAdvisor Member,502408,3,3,5,-1,4,-1,3,-1
5173,A TripAdvisor Member,502408,4,5,5,-1,5,-1,5,-1
5174,A TripAdvisor Member,502408,5,-1,-1,-1,-1,-1,-1,-1
5175,A TripAdvisor Member,502408,5,5,5,-1,4,-1,5,-1
5176,A TripAdvisor Member,502408,3,3,2,-1,4,-1,3,-1
5177,MaryHogan,502408,4,-1,-1,-1,-1,-1,-1,-1
